unitid,school,year,state,admitRate,yield,applications,admissions,enrollments,avgSAT75,ACTcomposite75
243744,Stanford University,2010,California,0.07,0.71,32022,2340,1672,775,34
243780,Purdue University-Main Campus,2010,Indiana,0.65,0.33,30707,19993,6513,645,29
100751,The University of Alabama,2011,Alabama,0.44,0.6,22136,9636,5766,630,29
100858,Auburn University,2011,Alabama,0.7,0.33,18323,12827,4202,610,30
104151,Arizona State University-Tempe,2011,Arizona,0.87,0.37,29771,25795,9544,610,27
104179,University of Arizona,2011,Arizona,0.75,0.35,26629,20068,7032,615,27
106397,University of Arkansas,2011,Arkansas,0.61,0.44,16633,10129,4447,620,28
110635,University of California-Berkeley,2011,California,0.21,0.38,50374,10795,4109,745,32
110662,University of California-Los Angeles,2011,California,0.26,0.29,61545,15719,4636,710,31
123961,University of Southern California,2011,California,0.23,0.34,37210,8566,2931,745,33
126614,University of Colorado Boulder,2011,Colorado,0.87,0.32,20506,17828,5700,640,28
134097,Florida State University,2011,Florida,0.58,0.37,28313,16561,6135,645,28
134130,University of Florida,2011,Florida,0.43,0.55,27295,11786,6451,680,30
135726,University of Miami,2011,Florida,0.38,0.2,27747,10635,2172,700,32
139755,Georgia Institute of Technology-Main Campus,2011,Georgia,0.52,0.39,13495,6976,2712,715,32
139959,University of Georgia,2011,Georgia,0.59,0.45,17408,10318,4679,665,29
145637,University of Illinois at Urbana-Champaign,2011,Illinois,0.68,0.37,28751,19434,7252,720,31
147767,Northwestern University,2011,Illinois,0.23,0.33,27528,6367,2127,765,33
151351,Indiana University-Bloomington,2011,Indiana,0.72,0.29,35218,25455,7424,640,29
152080,University of Notre Dame,2011,Indiana,0.24,0.5,16548,4019,2020,760,34
153603,Iowa State University,2011,Iowa,0.81,0.38,15066,12135,4552,655,28
153658,University of Iowa,2011,Iowa,0.8,0.3,18939,15105,4565,657.5,28
155317,University of Kansas,2011,Kansas,0.93,0.39,10157,9397,3702,NA,28
155399,Kansas State University,2011,Kansas,0.99,0.44,8292,8204,3644,NA,NA
157085,University of Kentucky,2011,Kentucky,0.69,0.47,13537,9275,4328,625,28
157289,University of Louisville,2011,Kentucky,0.75,0.44,7749,5804,2561,635,27
159391,Louisiana State University and Agricultural & Mechanical College,2011,Louisiana,0.72,0.42,18214,13148,5481,640,28
163286,University of Maryland-College Park,2011,Maryland,0.45,0.34,26372,11815,3994,695,NA
164924,Boston College,2011,Massachusetts,0.28,0.25,32974,9227,2285,720,32
170976,University of Michigan-Ann Arbor,2011,Michigan,0.41,0.39,39584,16073,6236,725,32
171100,Michigan State University,2011,Michigan,0.73,0.39,28416,20728,7984,635,28
174066,University of Minnesota-Twin Cities,2011,Minnesota,0.47,0.29,39720,18505,5368,715,30
176017,University of Mississippi,2011,Mississippi,0.79,0.34,13321,10524,3569,590,27
176080,Mississippi State University,2011,Mississippi,0.63,0.47,9862,6192,2898,617.5,27
178396,University of Missouri-Columbia,2011,Missouri,0.81,0.42,18103,14690,6138,650,28
181464,University of Nebraska-Lincoln,2011,Nebraska,0.59,0.69,10022,5943,4093,665,28
186380,Rutgers University-New Brunswick,2011,New Jersey,0.61,0.35,28602,17487,6075,655,NA
196413,Syracuse University,2011,New York,0.49,0.27,25884,12779,3410,635,28
198419,Duke University,2011,North Carolina,0.16,0.42,25462,4196,1751,765,34
199120,University of North Carolina at Chapel Hill,2011,North Carolina,0.34,0.52,22288,7552,3960,705,31
199193,North Carolina State University at Raleigh,2011,North Carolina,0.54,0.44,19753,10709,4705,640,28
199847,Wake Forest University,2011,North Carolina,0.4,0.32,9869,3933,1240,NA,NA
204796,Ohio State University-Main Campus,2011,Ohio,0.63,0.43,26100,16518,7089,680,30
207388,Oklahoma State University-Main Campus,2011,Oklahoma,0.82,0.48,9914,8099,3896,610,27
207500,University of Oklahoma-Norman Campus,2011,Oklahoma,0.82,0.43,11456,9377,4053,652.5,29
209542,Oregon State University,2011,Oregon,0.81,0.4,11428,9269,3696,610,26
209551,University of Oregon,2011,Oregon,0.79,0.27,18515,14588,3978,609,27
214777,Pennsylvania State University-Main Campus,2011,Pennsylvania,0.55,0.32,41545,22761,7262,650,29
215293,University of Pittsburgh-Pittsburgh Campus,2011,Pennsylvania,0.58,0.29,22616,13066,3750,685,30
217882,Clemson University,2011,South Carolina,0.58,0.31,16865,9724,3016,665,30
218663,University of South Carolina-Columbia,2011,South Carolina,0.7,0.35,18485,12914,4468,640,29
221759,The University of Tennessee-Knoxville,2011,Tennessee,0.7,0.44,13769,9595,4188,640,29
221999,Vanderbilt University,2011,Tennessee,0.16,0.39,24837,4078,1601,775,34
223232,Baylor University,2011,Texas,0.4,0.2,38960,15451,3033,670,29
228723,Texas A & M University-College Station,2011,Texas,0.63,0.5,25990,16488,8254,660,30
228778,The University of Texas at Austin,2011,Texas,0.47,0.47,32589,15172,7149,690,31
228875,Texas Christian University,2011,Texas,0.38,0.26,19170,7219,1873,640,29
229115,Texas Tech University,2011,Texas,0.66,0.38,17569,11645,4464,600,27
230764,University of Utah,2011,Utah,0.83,0.41,9545,7941,3268,640,27
233921,Virginia Polytechnic Institute and State University,2011,Virginia,0.67,0.38,20828,13860,5221,655,NA
234076,University of Virginia-Main Campus,2011,Virginia,0.33,0.44,23583,7847,3439,730,32
236939,Washington State University,2011,Washington,0.84,0.38,13094,10939,4176,590,26
236948,University of Washington-Seattle Campus,2011,Washington,0.58,0.4,24537,14340,5774,675,30
238032,West Virginia University,2011,West Virginia,0.87,0.4,14335,12475,5034,570,26
240444,University of Wisconsin-Madison,2011,Wisconsin,0.66,0.41,21689,14417,5927,705,30
243744,Stanford University,2011,California,0.07,0.7,34348,2437,1707,775,34
243780,Purdue University-Main Campus,2011,Indiana,0.68,0.34,29721,20318,6821,650,30
100751,The University of Alabama,2012,Alabama,0.53,0.46,26409,14019,6397,630,30
100858,Auburn University,2012,Alabama,0.77,0.29,17463,13486,3852,640,30
104151,Arizona State University-Tempe,2012,Arizona,0.89,0.35,29722,26425,9254,620,27
104179,University of Arizona,2012,Arizona,0.71,0.38,26854,19172,7300,610,27
106397,University of Arkansas,2012,Arkansas,0.63,0.43,16749,10630,4574,620,28
110635,University of California-Berkeley,2012,California,0.22,0.39,52982,11450,4443,745,33
110662,University of California-Los Angeles,2012,California,0.27,0.35,61556,16689,5825,715,31
123961,University of Southern California,2012,California,0.2,0.33,46104,9187,3021,740,33
126614,University of Colorado Boulder,2012,Colorado,0.84,0.3,21744,18172,5472,640,28
134097,Florida State University,2012,Florida,0.54,0.36,30040,16124,5738,640,29
134130,University of Florida,2012,Florida,0.44,0.52,27419,12092,6289,680,31
135726,University of Miami,2012,Florida,0.4,0.18,27757,11020,2012,710,32
139755,Georgia Institute of Technology-Main Campus,2012,Georgia,0.51,0.37,14088,7210,2695,725,32
139959,University of Georgia,2012,Georgia,0.63,0.5,17569,11062,5482,655,30
145637,University of Illinois at Urbana-Champaign,2012,Illinois,0.63,0.35,31454,19924,6921,735,31
147767,Northwestern University,2012,Illinois,0.18,0.38,30926,5575,2107,770,34
151351,Indiana University-Bloomington,2012,Indiana,0.74,0.29,35247,26228,7613,640,29
152080,University of Notre Dame,2012,Indiana,0.23,0.51,16957,3947,2014,760,34
153603,Iowa State University,2012,Iowa,0.86,0.4,14540,12541,5048,645,28
153658,University of Iowa,2012,Iowa,0.78,0.29,19430,15240,4470,660,28
155317,University of Kansas,2012,Kansas,0.93,0.38,10035,9306,3580,NA,28
155399,Kansas State University,2012,Kansas,0.99,0.41,9273,9180,3770,NA,NA
157085,University of Kentucky,2012,Kentucky,0.68,0.4,15153,10362,4139,620,28
157289,University of Louisville,2012,Kentucky,0.73,0.45,7892,5738,2569,625,28
159391,Louisiana State University and Agricultural & Mechanical College,2012,Louisiana,0.8,0.45,14818,11789,5290,620,28
163286,University of Maryland-College Park,2012,Maryland,0.47,0.33,25326,11889,3906,705,NA
164924,Boston College,2012,Massachusetts,0.29,0.25,34061,9813,2405,725,32
170976,University of Michigan-Ann Arbor,2012,Michigan,0.37,0.4,42544,15551,6148,730,32
171100,Michigan State University,2012,Michigan,0.71,0.39,30224,21327,8354,630,28
174066,University of Minnesota-Twin Cities,2012,Minnesota,0.5,0.29,38174,18900,5514,715,30
176017,University of Mississippi,2012,Mississippi,0.61,0.4,13934,8507,3373,600,27
176080,Mississippi State University,2012,Mississippi,0.62,0.45,10462,6502,2894,615,27
178396,University of Missouri-Columbia,2012,Missouri,0.81,0.39,20564,16752,6501,645,28
181464,University of Nebraska-Lincoln,2012,Nebraska,0.64,0.59,10350,6662,3937,670,29
186380,Rutgers University-New Brunswick,2012,New Jersey,0.61,0.35,28635,17436,6170,655,NA
196413,Syracuse University,2012,New York,0.51,0.26,25790,13240,3392,635,28
198419,Duke University,2012,North Carolina,0.14,0.44,28145,3938,1724,765,34
199120,University of North Carolina at Chapel Hill,2012,North Carolina,0.33,0.54,22652,7469,4026,700,32
199193,North Carolina State University at Raleigh,2012,North Carolina,0.53,0.44,20103,10577,4697,640,28
199847,Wake Forest University,2012,North Carolina,0.34,0.32,11407,3875,1240,NA,NA
204796,Ohio State University-Main Campus,2012,Ohio,0.64,0.44,25816,16521,7215,680,30
207388,Oklahoma State University-Main Campus,2012,Oklahoma,0.78,0.46,12056,9351,4289,605,28
207500,University of Oklahoma-Norman Campus,2012,Oklahoma,0.79,0.45,11650,9220,4138,650,29
209542,Oregon State University,2012,Oregon,0.78,0.37,12197,9471,3506,610,27
209551,University of Oregon,2012,Oregon,0.73,0.25,23012,16790,4167,611.5,27
214777,Pennsylvania State University-Main Campus,2012,Pennsylvania,0.52,0.31,45502,23855,7366,650,29
215293,University of Pittsburgh-Pittsburgh Campus,2012,Pennsylvania,0.58,0.28,23409,13544,3768,690,30
217882,Clemson University,2012,South Carolina,0.63,0.27,17072,10803,2935,665,30
218663,University of South Carolina-Columbia,2012,South Carolina,0.63,0.34,21311,13451,4637,645,29
221759,The University of Tennessee-Knoxville,2012,Tennessee,0.67,0.43,14398,9693,4207,645,29
221999,Vanderbilt University,2012,Tennessee,0.14,0.4,28348,4034,1608,780,34
223232,Baylor University,2012,Texas,0.61,0.19,27828,16879,3254,665,29
228723,Texas A & M University-College Station,2012,Texas,0.67,0.44,27730,18546,8143,655,30
228778,The University of Texas at Austin,2012,Texas,0.47,0.49,35431,16563,8092,690,31
228875,Texas Christian University,2012,Texas,0.41,0.23,19335,7901,1854,640,30
229115,Texas Tech University,2012,Texas,0.64,0.39,18027,11593,4560,605,27
230764,University of Utah,2012,Utah,0.83,0.38,11118,9187,3494,635,27
233921,Virginia Polytechnic Institute and State University,2012,Virginia,0.7,0.39,20191,14210,5487,660,NA
234076,University of Virginia-Main Campus,2012,Virginia,0.3,0.42,27178,8031,3400,730,32
236939,Washington State University,2012,Washington,0.76,0.39,14825,11269,4389,585,25
236948,University of Washington-Seattle Campus,2012,Washington,0.58,0.4,24540,14340,5788,675,30
238032,West Virginia University,2012,West Virginia,0.85,0.37,15815,13415,5022,580,26
240444,University of Wisconsin-Madison,2012,Wisconsin,0.69,0.4,21352,14651,5828,705,30
243744,Stanford University,2012,California,0.07,0.73,36632,2423,1765,785,34
243780,Purdue University-Main Campus,2012,Indiana,0.61,0.34,31124,19127,6476,650,30
100751,The University of Alabama,2013,Alabama,0.57,0.37,30975,17515,6454,630,30
100858,Auburn University,2013,Alabama,0.83,0.29,15745,13027,3726,635,30
104151,Arizona State University-Tempe,2013,Arizona,0.8,0.41,21770,17465,7171,635,28
104179,University of Arizona,2013,Arizona,0.77,0.37,26329,20251,7401,615,27
106397,University of Arkansas,2013,Arkansas,0.59,0.39,18908,11076,4339,615,28
110635,University of California-Berkeley,2013,California,0.18,0.37,61717,11108,4162,745,33
110662,University of California-Los Angeles,2013,California,0.22,0.35,72676,15981,5620,720,31
123961,University of Southern California,2013,California,0.2,0.31,47358,9395,2922,740,33
126614,University of Colorado Boulder,2013,Colorado,0.88,0.3,22473,19710,5846,640,29
134097,Florida State University,2013,Florida,0.57,0.36,29579,16803,6048,640,29
134130,University of Florida,2013,Florida,0.47,0.51,27107,12618,6373,680,31
135726,University of Miami,2013,Florida,0.4,0.18,28907,11691,2140,710,32
139755,Georgia Institute of Technology-Main Campus,2013,Georgia,0.55,0.38,14645,8045,3044,730,32
139959,University of Georgia,2013,Georgia,0.56,0.48,18458,10352,4936,665,30
145637,University of Illinois at Urbana-Champaign,2013,Illinois,0.62,0.35,33203,20716,7329,725,31
147767,Northwestern University,2013,Illinois,0.15,0.41,32060,4912,2037,775,34
151351,Indiana University-Bloomington,2013,Indiana,0.72,0.28,37826,27300,7604,645,30
152080,University of Notre Dame,2013,Indiana,0.22,0.53,17647,3936,2070,760,34
153603,Iowa State University,2013,Iowa,0.83,0.39,16539,13648,5366,650,28
153658,University of Iowa,2013,Iowa,0.8,0.26,21642,17363,4460,650,28
155317,University of Kansas,2013,Kansas,0.92,0.33,12389,11433,3771,NA,28
155399,Kansas State University,2013,Kansas,0.96,0.4,9839,9437,3821,NA,NA
157085,University of Kentucky,2013,Kentucky,0.69,0.35,19810,13592,4702,620,28
157289,University of Louisville,2013,Kentucky,0.71,0.44,9166,6519,2857,595,28
159391,Louisiana State University and Agricultural & Mechanical College,2013,Louisiana,0.76,0.46,16169,12326,5725,625,28
163286,University of Maryland-College Park,2013,Maryland,0.47,0.33,26247,12333,4020,710,NA
164924,Boston College,2013,Massachusetts,0.32,0.28,24538,7905,2215,725,33
170976,University of Michigan-Ann Arbor,2013,Michigan,0.33,0.4,46813,15570,6200,740,32
171100,Michigan State University,2013,Michigan,0.69,0.37,31479,21610,8061,635,28
174066,University of Minnesota-Twin Cities,2013,Minnesota,0.44,0.29,43048,19121,5544,715,30
176017,University of Mississippi,2013,Mississippi,0.81,0.31,14258,11484,3582,595,27
176080,Mississippi State University,2013,Mississippi,0.65,0.44,11191,7254,3156,625,28
178396,University of Missouri-Columbia,2013,Missouri,0.79,0.38,20956,16473,6194,645,28
181464,University of Nebraska-Lincoln,2013,Nebraska,0.64,0.63,10929,6999,4420,665,28
186380,Rutgers University-New Brunswick,2013,New Jersey,0.6,0.35,30631,18230,6337,665,NA
196413,Syracuse University,2013,New York,0.49,0.25,28269,13990,3487,635,28
198419,Duke University,2013,North Carolina,0.13,0.42,30374,4077,1714,775,34
199120,University of North Carolina at Chapel Hill,2013,North Carolina,0.28,0.5,28437,7847,3915,705,32
199193,North Carolina State University at Raleigh,2013,North Carolina,0.5,0.42,20700,10353,4398,655,30
199847,Wake Forest University,2013,North Carolina,0.35,0.31,11121,3915,1232,NA,NA
204796,Ohio State University-Main Campus,2013,Ohio,0.56,0.41,31359,17413,7130,690,31
207388,Oklahoma State University-Main Campus,2013,Oklahoma,0.76,0.46,11064,8411,3872,605,28
207500,University of Oklahoma-Norman Campus,2013,Oklahoma,0.8,0.46,10991,8841,4052,640,29
209542,Oregon State University,2013,Oregon,0.79,0.36,12414,9799,3516,615,27
209551,University of Oregon,2013,Oregon,0.74,0.26,21263,15770,4031,610,27
214777,Pennsylvania State University-Main Campus,2013,Pennsylvania,0.54,0.3,47552,25772,7649,650,29
215293,University of Pittsburgh-Pittsburgh Campus,2013,Pennsylvania,0.56,0.26,24871,13959,3678,670,30
217882,Clemson University,2013,South Carolina,0.58,0.32,18500,10706,3463,670,31
218663,University of South Carolina-Columbia,2013,South Carolina,0.61,0.33,23429,14199,4625,645,29
221759,The University of Tennessee-Knoxville,2013,Tennessee,0.72,0.41,14396,10435,4276,645,29
221999,Vanderbilt University,2013,Tennessee,0.13,0.41,31099,3963,1613,785,34
223232,Baylor University,2013,Texas,0.57,0.19,29249,16809,3190,665,29
228723,Texas A & M University-College Station,2013,Texas,0.69,0.47,31387,21803,10241,645,29
228778,The University of Texas at Austin,2013,Texas,0.4,0.47,38161,15335,7249,690,31
228875,Texas Christian University,2013,Texas,0.47,0.22,18551,8791,1936,635,29
229115,Texas Tech University,2013,Texas,0.66,0.38,19170,12709,4785,605,27
230764,University of Utah,2013,Utah,0.82,0.34,11354,9281,3124,634,27
233921,Virginia Polytechnic Institute and State University,2013,Virginia,0.7,0.4,19112,13432,5364,660,NA
234076,University of Virginia-Main Campus,2013,Virginia,0.3,0.41,28984,8691,3520,730,33
236939,Washington State University,2013,Washington,0.82,0.34,14887,12219,4163,575,25
236948,University of Washington-Seattle Campus,2013,Washington,0.55,0.37,30199,16679,6253,680,30
238032,West Virginia University,2013,West Virginia,0.85,0.37,16521,14060,5135,570,26
240444,University of Wisconsin-Madison,2013,Wisconsin,0.68,0.4,23324,15841,6279,700,30
243744,Stanford University,2013,California,0.06,0.76,38828,2208,1677,785,34
243780,Purdue University-Main Campus,2013,Indiana,0.6,0.34,31083,18779,6422,660,30
100751,The University of Alabama,2014,Alabama,0.51,0.4,33736,17221,6824,625,31
100858,Auburn University,2014,Alabama,0.83,0.32,16958,14154,4592,637.5,30
104151,Arizona State University-Tempe,2014,Arizona,0.84,0.4,22581,19042,7647,635,28
104179,University of Arizona,2014,Arizona,0.75,0.32,32723,24417,7744,NA,NA
106397,University of Arkansas,2014,Arkansas,0.62,0.39,18984,11777,4571,615,28
110635,University of California-Berkeley,2014,California,0.16,0.46,73782,11820,5467,750,34
110662,University of California-Los Angeles,2014,California,0.19,0.36,86537,16059,5764,730,33
123961,University of Southern California,2014,California,0.18,0.33,51920,9358,3098,740,33
126614,University of Colorado Boulder,2014,Colorado,0.84,0.24,28852,24282,5869,645,30
134097,Florida State University,2014,Florida,0.55,0.36,30266,16763,6021,640,29
134130,University of Florida,2014,Florida,0.46,0.5,28662,13072,6512,680,31
135726,University of Miami,2014,Florida,0.38,0.17,31613,12069,2078,710,32
139755,Georgia Institute of Technology-Main Campus,2014,Georgia,0.33,0.33,25884,8641,2809,745,33
139959,University of Georgia,2014,Georgia,0.56,0.45,20918,11655,5243,665,30
145637,University of Illinois at Urbana-Champaign,2014,Illinois,0.59,0.33,35822,21150,6937,740,32
147767,Northwestern University,2014,Illinois,0.13,0.46,33674,4416,2043,780,34
151351,Indiana University-Bloomington,2014,Indiana,0.76,0.28,36362,27668,7716,645,30
152080,University of Notre Dame,2014,Indiana,0.21,0.53,17901,3785,2011,760,34
153603,Iowa State University,2014,Iowa,0.87,0.38,18399,15990,6041,655,29
153658,University of Iowa,2014,Iowa,0.81,0.24,24097,19506,4666,660,28
155317,University of Kansas,2014,Kansas,0.91,0.28,15767,14414,4084,NA,28
155399,Kansas State University,2014,Kansas,0.95,0.41,9614,9127,3757,NA,NA
157085,University of Kentucky,2014,Kentucky,0.72,0.35,20677,14930,5185,630,28
157289,University of Louisville,2014,Kentucky,0.74,0.37,10604,7832,2887,625,28
159391,Louisiana State University and Agricultural & Mechanical College,2014,Louisiana,0.77,0.45,16580,12706,5655,615,28
163286,University of Maryland-College Park,2014,Maryland,0.48,0.33,26340,12624,4155,710,NA
164924,Boston College,2014,Massachusetts,0.34,0.29,23223,7875,2288,730,33
170976,University of Michigan-Ann Arbor,2014,Michigan,0.32,0.41,49776,16047,6505,740,33
171100,Michigan State University,2014,Michigan,0.66,0.37,33211,21950,8055,635,28
174066,University of Minnesota-Twin Cities,2014,Minnesota,0.45,0.27,44760,20300,5530,720,30
176017,University of Mississippi,2014,Mississippi,0.81,0.29,16101,13077,3809,590,27
176080,Mississippi State University,2014,Mississippi,0.71,0.39,10766,7646,2974,635,28
178396,University of Missouri-Columbia,2014,Missouri,0.78,0.4,21163,16437,6515,655,28
181464,University of Nebraska-Lincoln,2014,Nebraska,0.7,0.56,11865,8293,4652,650,28
186380,Rutgers University-New Brunswick,2014,New Jersey,0.6,0.33,31941,19324,6412,670,NA
196413,Syracuse University,2014,New York,0.53,0.24,26790,14260,3470,640,29
198419,Duke University,2014,North Carolina,0.11,0.48,31523,3596,1721,775,34
199120,University of North Carolina at Chapel Hill,2014,North Carolina,0.28,0.45,31332,8929,3976,710,32
199193,North Carolina State University at Raleigh,2014,North Carolina,0.52,0.43,20443,10548,4499,665,30
199847,Wake Forest University,2014,North Carolina,0.34,0.34,11119,3826,1287,NA,NA
204796,Ohio State University-Main Campus,2014,Ohio,0.53,0.36,36788,19484,7079,695,31
207388,Oklahoma State University-Main Campus,2014,Oklahoma,0.75,0.44,12259,9188,4057,610,28
207500,University of Oklahoma-Norman Campus,2014,Oklahoma,0.81,0.45,11331,9216,4176,670,29
209542,Oregon State University,2014,Oregon,0.78,0.34,14116,10976,3718,615,28
209551,University of Oregon,2014,Oregon,0.75,0.25,21359,15997,3961,615,27
214777,Pennsylvania State University-Main Campus,2014,Pennsylvania,0.5,0.32,50299,25295,8183,645,29
215293,University of Pittsburgh-Pittsburgh Campus,2014,Pennsylvania,0.53,0.24,30629,16271,3847,680,31
217882,Clemson University,2014,South Carolina,0.52,0.32,20756,10694,3475,670,31
218663,University of South Carolina-Columbia,2014,South Carolina,0.65,0.33,23342,15219,4983,650,29
221759,The University of Tennessee-Knoxville,2014,Tennessee,0.75,0.41,15442,11555,4701,635,29
221999,Vanderbilt University,2014,Tennessee,0.13,0.42,29518,3865,1605,790,34
223232,Baylor University,2014,Texas,0.55,0.19,33898,18766,3625,665,30
228723,Texas A & M University-College Station,2014,Texas,0.71,0.47,32190,22863,10835,655,30
228778,The University of Texas at Austin,2014,Texas,0.4,0.47,38785,15381,7285,705,32
228875,Texas Christian University,2014,Texas,0.49,0.23,17029,8322,1891,640,30
229115,Texas Tech University,2014,Texas,0.66,0.39,21873,14464,5619,600,27
230764,University of Utah,2014,Utah,0.81,0.35,10991,8949,3158,645,28
233921,Virginia Polytechnic Institute and State University,2014,Virginia,0.73,0.36,20744,15067,5494,660,NA
234076,University of Virginia-Main Campus,2014,Virginia,0.29,0.41,31021,8997,3709,730,33
236939,Washington State University,2014,Washington,0.82,0.34,14887,12219,4163,575,25
236948,University of Washington-Seattle Campus,2014,Washington,0.55,0.36,31611,17451,6360,675,31
238032,West Virginia University,2014,West Virginia,0.86,0.36,15604,13386,4868,570,26
240444,University of Wisconsin-Madison,2014,Wisconsin,0.57,0.43,25438,14484,6264,700,31
243744,Stanford University,2014,California,0.05,0.78,42167,2145,1678,785,34
243780,Purdue University-Main Campus,2014,Indiana,0.59,0.27,39896,23654,6500,665,30
100751,The University of Alabama,2015,Alabama,0.54,0.37,36203,19400,7211,605,31
100858,Auburn University,2015,Alabama,0.78,0.33,19414,15077,4902,640,30
104151,Arizona State University-Tempe,2015,Arizona,0.83,0.4,25380,21042,8348,635,28
104179,University of Arizona,2015,Arizona,0.76,0.3,35408,27061,8037,NA,NA
106397,University of Arkansas,2015,Arkansas,0.6,0.4,20542,12337,4915,610,28
110635,University of California-Berkeley,2015,California,0.17,0.42,78893,13320,5550,755,34
110662,University of California-Los Angeles,2015,California,0.17,0.35,92690,16016,5679,735,33
123961,University of Southern California,2015,California,0.18,0.32,51924,9181,2949,750,33
126614,University of Colorado Boulder,2015,Colorado,0.8,0.25,31325,24941,6208,650,30
134097,Florida State University,2015,Florida,0.56,0.37,29828,16674,6100,640,29
134130,University of Florida,2015,Florida,0.48,0.5,29220,13892,6887,675,31
135726,University of Miami,2015,Florida,0.38,0.17,33420,12629,2084,695,32
139755,Georgia Institute of Technology-Main Campus,2015,Georgia,0.32,0.35,27277,8775,3089,750,33
139959,University of Georgia,2015,Georgia,0.53,0.45,21945,11604,5274,665,30
145637,University of Illinois at Urbana-Champaign,2015,Illinois,0.66,0.34,34277,22471,7562,735,31
147767,Northwestern University,2015,Illinois,0.13,0.48,32122,4190,2018,780,34
151351,Indiana University-Bloomington,2015,Indiana,0.78,0.29,34483,26892,7875,645,30
152080,University of Notre Dame,2015,Indiana,0.2,0.56,18157,3595,2007,765,34
153603,Iowa State University,2015,Iowa,0.87,0.37,19164,16702,6230,630,28
153658,University of Iowa,2015,Iowa,0.81,0.25,26222,21171,5241,660,28
155317,University of Kansas,2015,Kansas,0.93,0.3,15155,14165,4187,NA,28
155399,Kansas State University,2015,Kansas,0.95,0.42,9178,8712,3624,NA,NA
157085,University of Kentucky,2015,Kentucky,0.89,0.31,18725,16685,5211,625,28
157289,University of Louisville,2015,Kentucky,0.72,0.4,9685,6943,2797,620,29
159391,Louisiana State University and Agricultural & Mechanical College,2015,Louisiana,0.77,0.42,17429,13480,5624,630,28
163286,University of Maryland-College Park,2015,Maryland,0.45,0.31,28434,12760,3959,710,NA
164924,Boston College,2015,Massachusetts,0.29,0.26,29486,8405,2162,735,33
170976,University of Michigan-Ann Arbor,2015,Michigan,0.26,0.45,51797,13611,6092,750,33
171100,Michigan State University,2015,Michigan,0.66,0.35,35300,23397,8173,630,28
174066,University of Minnesota-Twin Cities,2015,Minnesota,0.45,0.28,46165,20579,5771,720,31
176017,University of Mississippi,2015,Mississippi,0.79,0.28,18059,14217,3966,600,28
176080,Mississippi State University,2015,Mississippi,0.65,0.43,12446,8120,3471,630,29
178396,University of Missouri-Columbia,2015,Missouri,0.78,0.36,21988,17180,6191,650,29
181464,University of Nebraska-Lincoln,2015,Nebraska,0.76,0.62,9724,7425,4628,645,28
186380,Rutgers University-New Brunswick,2015,New Jersey,0.58,0.32,35340,20657,6607,670,NA
196413,Syracuse University,2015,New York,0.48,0.22,33254,16071,3481,645,29
198419,Duke University,2015,North Carolina,0.11,0.49,31220,3566,1746,775,34
199120,University of North Carolina at Chapel Hill,2015,North Carolina,0.31,0.43,31143,9510,4076,715,33
199193,North Carolina State University at Raleigh,2015,North Carolina,0.5,0.41,21364,10774,4364,665,31
199847,Wake Forest University,2015,North Carolina,0.29,0.33,13281,3903,1284,NA,NA
204796,Ohio State University-Main Campus,2015,Ohio,0.49,0.35,40240,19872,7032,695,31
207388,Oklahoma State University-Main Campus,2015,Oklahoma,0.75,0.44,12501,9392,4177,605,27
207500,University of Oklahoma-Norman Campus,2015,Oklahoma,0.78,0.45,12002,9318,4200,670,29
209542,Oregon State University,2015,Oregon,0.78,0.33,14058,11016,3593,620,28
209551,University of Oregon,2015,Oregon,0.74,0.25,22000,16328,4133,615,27
214777,Pennsylvania State University-Main Campus,2015,Pennsylvania,0.51,0.28,53472,27440,7626,650,29
215293,University of Pittsburgh-Pittsburgh Campus,2015,Pennsylvania,0.54,0.24,30626,16503,4014,675,31
217882,Clemson University,2015,South Carolina,0.51,0.3,22396,11483,3447,675,31
218663,University of South Carolina-Columbia,2015,South Carolina,0.65,0.31,25740,16611,5199,645,30
221759,The University of Tennessee-Knoxville,2015,Tennessee,0.76,0.36,17081,13032,4719,630,30
221999,Vanderbilt University,2015,Tennessee,0.12,0.44,31464,3674,1607,795,35
223232,Baylor University,2015,Texas,0.44,0.24,32136,14033,3394,660,30
228723,Texas A & M University-College Station,2015,Texas,0.67,0.47,33213,22134,10318,655,30
228778,The University of Texas at Austin,2015,Texas,0.39,0.47,42392,16633,7743,705,32
228875,Texas Christian University,2015,Texas,0.43,0.26,18423,7974,2078,640,30
229115,Texas Tech University,2015,Texas,0.63,0.36,23010,14510,5160,610,27
230764,University of Utah,2015,Utah,0.81,0.34,12174,9913,3410,650,28
233921,Virginia Polytechnic Institute and State University,2015,Virginia,0.73,0.39,22280,16355,6324,660,NA
234076,University of Virginia-Main Campus,2015,Virginia,0.3,0.4,30840,9186,3674,730,33
236939,Washington State University,2015,Washington,0.8,0.3,19766,15742,4727,575,26
236948,University of Washington-Seattle Campus,2015,Washington,0.53,0.35,36840,19646,6789,685,31
238032,West Virginia University,2015,West Virginia,0.86,0.36,15353,13174,4782,570,27
240444,University of Wisconsin-Madison,2015,Wisconsin,0.58,0.39,28007,16134,6269,705,31
243744,Stanford University,2015,California,0.05,0.8,42497,2140,1720,790,35
243780,Purdue University-Main Campus,2015,Indiana,0.59,0.26,45264,26692,6942,665,31
100751,The University of Alabama,2016,Alabama,0.53,0.38,38237,20107,7559,615,31
